id,title,genres,original_language,popularity,production_companies,release_year,budget,revenue,runtime,status,vote_average,vote_count,credits,keywords,revenue_budget_ratio,matched_production_companies
14919,Batman: Mask of the Phantasm,Action-Animation-Crime-Mystery,en,23.193,['warner bros family'],1993,6000000,5617391.0,76.0,Released,7.5,2.9256799616813596,Kevin Conroy-Dana Delany-Hart Bochner-Stacy Keach-Abe Vigoda-Dick Miller-John P. Ryan-Efrem Zimbalist Jr.-Bob Hastings-Robert Costanzo-Mark Hamill-Jane Downs-Pat Musick-Vernee Watson-Johnson-Ed Gilbert-Peter Renaday-Jeff Bennett-Charles Howerton-Thom Pinto-Marilu Henner-Neil Ross-Arleen Sorkin-Judi M. Durand,secret identity-cartoon-superhero-based on comic-based on cartoon-organized crime-urban setting-super power-super villain-neo-noir-action noir-vigilante justice-good versus evil,0.9362318333333334,
50797,Burnt by the Sun,Drama,ru,8.079,"['canal+', 'studio trite', 'caméra one']",1994,2800000,2616503.0,135.0,Released,7.1,0.4142555697955907,Nikita Mikhalkov-Oleg Menshikov-Ingeborga Dapkūnaitė-Vyacheslav Tikhonov-Nadezhda Mikhalkova-André Oumansky-Svetlana Kryuchkova-Vladimir Ilin-Alla Kazanskaya-Nina Arkhipova-Avangard Leontyev-Inna Ulyanova-Lyubov Rudneva-Vladimir Belousov-Evgeny Mironov-Natela Abuladze-Georgiy Dronov-Marat Basharov-Oleg Feoktistov,husband wife relationship-colonel,0.9344653571428572,
61672,Titeuf,Animation-Comedy-Drama-Romance,fr,7.869,['pathé distribution'],2011,15000000,13970489.0,87.0,Released,5.7,0.3916009683223944,Donald Reignoux-Mélanie Bernier-Nathalie Homs-Sam Karmann-Zabou Breitman-Maria Pacôme-Jean Rochefort-Michael Lonsdale-Jean-Luc Couchard-Danielle Hazan-Amélie Lerma-Emilie Blon-Metzinger,child protagonist-based on tv series,0.9313659333333332,
558594,"Safornication, la película",Action-Adventure-Comedy-Science Fiction,es,8.605,['unknown'],2023,740854,690000.0,169.0,Released,3.35,0.0,unknown,unknown,0.9313575954236596,
9828,Unknown,Thriller-Mystery-Adventure-Crime,en,6.903,"['eleven eleven', 'rick lashbrook']",2006,3700000,3419456.0,98.0,Released,6.2,1.1294937020207905,Jim Caviezel-Greg Kinnear-Bridget Moynahan-Joe Pantoliano-Barry Pepper-Jeremy Sisto-Peter Stormare-Clayne Crawford-Chris Mulkey-Kevin Chapman-Mark Boone Junior-David Selby-Adam Rodríguez-Thomas Rosales Jr.-Patricia Belcher-Jeff Daniel Phillips-Wilmer Calderon-Ben Hernandez Bray-Mel Rodriguez-Blair Williamson-Rick Lashbrook-Britt Delano-Adriana Yanez-Victoria Justice-Simón Brand-Paul E. Short,ransom-factory-amnesia-kidnapping-police-past-toxic-survival-photographic memory,0.9241772972972973,
197976,Himala,Drama,tl,1.683,['experimental cinema of the philippines'],1982,740854,684150.0,124.0,Released,7.9,0.0453092029463927,Nora Aunor-Spanky Manikan-Vangie Labalan-Gigi Dueñas-Laura Centeno-Pen Medina-Ama Quiambao-Joel Lamangan-Cris Daluz-Veronica Palileo-Ray Ventura-Ben Almeda-Aura Mijares-Tony Angeles-Joe Gruta,miracle-apparition-healing,0.9234613027668068,
235470,The Holy Man,Comedy,th,1.4,['phranakorn'],2005,740854,680000.0,91.0,Released,6.2,0.0161818581951402,Pongsak Pongsuwan-Savika Chaiyadej-Bamrer Phongintakun-Somlek Sakdikul-Sarawut Phumthong-Petchtai Wongkamlao-Sornsutha Klunmalee-Jittsint Pongintarakul-Ratree Wittawat-Bunthin Thuaykaew-Sukhum Mathawanit-Suthon Wechkama-Nhoi Chernyim-Plakarf Chernyim-Karok Chernyim-Jarae Chernyim-Jod Chernyim-Ubonwan Boonrod,monk-buddhist monk,0.9178596592580994,
75076,Boys,Drama-Comedy-Romance,ta,5.744,['sri surya'],2003,2223967,2028752.0,172.0,Released,6.8,0.1132730073659818,Siddharth-Genelia D'Souza-Bharath Srinivasan-S. Thaman-Nakul-Vivek-Senthil-Janaki Sabesh-Solomon Pappaiah-Anita Ratnam-Subhashini-Ilavarasu-Chitti Babu-A. V. Ramanan-Raviprakash-Kalairani-Manikandan-Sindhuri-Bhuvaneswari-Manobala-Sathyan Sivakumar-Ramji-Delhi Kumar-A. C. Murali Mohan-Suryakanth-Hariharan-Blaaze-S. P. Balasubramaniam-Vijay Yesudas-K. G. Ranjith-Rathi Arumugam,unknown,0.9122221687641948,
32990,Mother of Mine,Drama-War,fi,3.903,"['matila röhr  (mrp)', 'film i skåne', 'omega & television', 'hobab']",2005,3131855,2851888.0,111.0,Released,6.6,0.1197457506440379,Topi Majaniemi-Marjaana Maijala-Maria Lundqvist-Michael Nyqvist-Esko Salminen-Aino-Maija Tikkanen-Leif Andrée-Marie Göranzon-Gustav Wiklund,based on novel or book-finnish war children-war child,0.9106066532454408,
541105,The Great Divide,Western,en,0.6,"['metro', 'goldwyn  oration']",1925,740854,674000.0,80.0,Released,3.35,0.0,Alice Terry-Conway Tearle-Wallace Beery-Huntley Gordon-Allan Forrest-George Cooper-Zasu Pitts-William Orlamond,based on novel or book,0.9097608975587632,
361810,a siberian film,unknown,en,0.6,['unknown'],2008,1999000,1800000.0,127.0,Released,6.5,0.003236372,unknown,unknown,0.9004502251125562,
672125,Love Mocktail,Romance-Drama,kn,3.847,['unknown'],2020,740854,665258.0,153.0,Released,6.8,0.03883646,Darling Krishna-Milana Nagaraj-Amrutha Iyengar-Rachana Inder-Kushi Achar-Abhilash N,platonic love-love-tragic love-teenage love-first love,0.8979610017628304,
672125,Love Mocktail,Romance-Drama,kn,2.039,['unknown'],2020,740854,665258.0,153.0,Released,6.8,0.03883646,Darling Krishna-Milana Nagaraj-Amrutha Iyengar-Rachana Inder-Kushi Achar-Abhilash N,platonic love-love-tragic love-teenage love-first love,0.8979610017628304,
672125,Love Mocktail,Romance-Drama,kn,2.71,['unknown'],2020,740854,665258.0,153.0,Released,6.8,0.03883646,Darling Krishna-Milana Nagaraj-Amrutha Iyengar-Rachana Inder-Kushi Achar-Abhilash N,platonic love-love-tragic love-teenage love-first love,0.8979610017628304,
9842,School for Scoundrels,Comedy-Drama-Romance,en,9.306,['unknown'],2006,20000000,17807569.0,100.0,Released,5.4,0.9579660051523036,Billy Bob Thornton-Jon Heder-Jacinda Barrett-Sarah Silverman-Michael Clarke Duncan-David Cross-Horatio Sanz-Matt Walsh-Todd Louiso-Ben Stiller-Luis Guzmán-Dan Fogler-DeRay Davis-Jon Glaser-Paul Scheer-Joanne Baron-Omar J. Dorsey-Marcella Lowery-Leonard Earl Howze-Jim Parsons-Aziz Ansari-Remy K. Selma-Andrew Daly-Bob Stephenson-Jack Kehler-Noel Gugliemi-Daniel Venegas-Jessica Stroup-Lizz Carter-Steve Monroe-Malika-Khadijah Haqq McCray-Nicole Randall Johnson-Kimberly Evan-Che Landon-Chris Rubio-Bernadette Birkett,date-competition-lovesickness-mentor-traffic cop,0.89037845,
354556,Guardians,Action-Adventure-Comedy-Fantasy-Science Fiction-Thriller,ru,45.0,"['enjoy', 'big cinema house', 'renovatio']",2017,5400000,4803565.0,100.0,Released,4.907,2.0615687340608697,Anton Pampushnyy-Sanjar Madi-Sebastien Sisak-Alina Lanina-Valeriya Shkirando-Vyacheslav Razbegaev-Nikolay Shestak-Vladimir Butenko-Stanislav Shirin-Alexandr Semenov-Igor Maslov-Dmitriy Savyanenko-Evgeny Venediktov-Sergey Shatalov-Marusya Klimova-Anna Shkil-Stanislav Kolomoets-Viktor Pashkin-Aleksandr Komissarov-Konstantin Adaev,cold war-superhero-russian film,0.889549074,
33155,Galaxina,Comedy-Science Fiction,en,4.604,"['crown international', 'marimark']",1980,5500000,4865000.0,95.0,Released,4.0,0.1424003521172343,Dorothy Stratten-Stephen Macht-Avery Schreiber-Lionel Mark Smith-J.D. Hinton-Tad Horino-Ronald Knight-Percy Rodriguez-Angelo Rossitto-Susan Kiger-Marilyn Joi-Rhonda Shear-Hugh Warden-Herb Kaplowitz-Stephen Morrell-Angelo Rossitto-Nancy McCauley-Fred D. Scott-David A. Cox-Pete Schrum-Bartine Zane-Heather O'Connell-George Mather-Frank Ferro-Jacqueline Jacobs,android-spacecraft-laser-cryogenics-space travel-love-parody-space-alien-space western-motorcycle-exercise-force field-forcefield-cryonics,0.8845454545454545,
14442,Ella Enchanted,Family-Fantasy-Comedy,en,43.108,"['world 2000', 'enchanted']",2004,31000000,27388767.0,96.0,Released,6.446,5.585977448962419,Anne Hathaway-Hugh Dancy-Cary Elwes-Vivica A. Fox-Joanna Lumley-Jimi Mistry-Steve Coogan-Aidan McArdle-Heidi Klum-Jim Carter-Jennifer Higham-Parminder Nagra-Lucy Punch-Minnie Driver-Patrick Bergin-Eric Idle-Alvaro Lucchesi-Donna Dent-Paraic Breathnach-Daniel Naprous-Merrina Millsapp-Pat Kinevane-Ron Yuan-Johnny Nguyen,based on novel or book-elves-magic-fairy tale-fairy-prince-fantasy world-giant-ogre-obedience-fairy godmother,0.8835086129032258,
266145,Lambada Gençlik Fırtınası,Drama,tr,2.294,['erler'],1989,740854,654000.0,106.0,Released,3.35,0.0,Yaşar Alptekin-Yasemin Evcim-Merih Akalin-Akın Tunç,exotic dancer,0.8827650252276427,
266145,Lambada Gençlik Fırtınası,Drama,tr,1.96,['erler'],1989,740854,654000.0,106.0,Released,3.35,0.0,Yaşar Alptekin-Yasemin Evcim-Merih Akalin-Akın Tunç,exotic dancer,0.8827650252276427,
41090,Wisdom,Crime-Drama-Action,en,4.043,['gladden'],1986,6500000,5715174.0,109.0,Released,6.1,0.1165093790050099,Demi Moore-Emilio Estevez-Tom Skerritt-Veronica Cartwright-William Allen Young-Charlie Sheen-Richard Minchenberg-Ernie Lively-Bill Henderson-Gene Ross-Liam Sullivan-Hal Fishman-Chuck Henry-Nicholas Shields-Barbara Stamm-Santos Morales-Gus Corrado-Golden Henning-Rene Sprattling-Tim Sapunor-Charlie Holliday-Ron Presson-Estee Chandler-Jeff Boudov-Thomas Whit Ellis-David DeFrancesca-Leon Corcos-Janet Rotblatt-Erika Lincoln-Sid Conrad-Henry Proach-Matt Robinson-Bob Devon Jones-Jim Lane-John Deaderick-Beau Dare-Gilbert O. Parra-Jamie Namson-Kate McKinnon-Ed Smith,robbery-bank-gun-fbi-chase-police-murder-money-convict-farmer-debut,0.8792575384615384,
85729,Moy paren - angel,Comedy-Romance-Fantasy-Adventure,ru,3.746,['paradise  center'],2011,2700000,2372984.0,97.0,Released,6.9,0.0517819462244488,Artur Smolyaninov-Anna Starshenbaum-Sergey Puskepalis-Olga Popova-Nikita Efremov-Ivan Makarevich-Sergey Bystrov-Boris Shilmansky-Ramil Mubinov-Kristina Babushkina-Ivan Okhlobystin-Gosha Kutsenko-Vladimir Dovzhik-Pavel Chukreev-Vasily Stepanov-Irina Khakamada-Vadim Tsallati-Andrey Leonov-Alla Meshcheryakova-Yanina Kogut-Maxim Kostromykin-Aleksey Maslodudov-Sergej Kolesnikov-Olga Lapshina-Darina Ponomaryova-Valery Gorin-Ivan Porodnov-Olga Dymskaya-Alena Yakimova-Olga Dvornikova-Galina Fyodorova-Darya Dolgova-Yan Romanov-Yuliana Borisova-Ilya Zamchalov-Serafima Nechaeva-Alexey Ovsyannikov-Mariya Seryogina-Mila Bedunkevich-Polina Shulika-Dmitriy Osipov-Ekaterina Vulichenko,woman director,0.878882963,
26789,No Mercy,Action-Crime-Thriller,en,11.883,"['tri', 'star', 'delphi v', 'delphi iv']",1986,14000000,12303904.0,106.0,Released,5.8,0.4530920294639274,Richard Gere-Kim Basinger-Jeroen Krabbé-George Dzundza-Gary Basaraba-William Atherton-Terry Kinney-Bruce McGill-Ray Sharkey-Marita Geraghty-Aleta Mitchell-Fred Gratton-Dionisio-Ray Brown-Kim Chan-George Dickerson-Raynor Scheine-Carl Gordon-Victoria Edwards-Annalee Jefferies-Ed Nakamoto-John Snyder-Caris Corfman-Pearl Jones-John Schluter-Mike Bacarella-Charles S. Dutton-Harold Evans-Dave Petitjean-Stephen Payne-Leon Rippy-Bill Hart-Thomas Rosales Jr.-Randall Trepagnier-Rogers G. Martin-Murphy Taylor-Alvin D. Bailey Sr.-Nat Elmore-Joan Duvalle-Shelton Magee-Khon Reid-Helen Yu-shin McKay-Beau Holden-Robert J. Maxwell-Ely Pouget-Valarie Trapp,new orleans louisiana-louisiana-vigilante-revenge-murder-neo-noir,0.8788502857142857,
788362,Wedding Bangles,unknown,en,0.6,['unknown'],2008,740854,650000.0,0.0,Released,3.35,0.0,unknown,unknown,0.8773658507614186,
160247,Zamaana Deewana,Drama-Romance,hi,2.668,['sippy'],1995,740854,650000.0,180.0,Released,5.9,0.035600088,Shah Rukh Khan-Jeetendra-Shatrughan Sinha-Raveena Tandon-Anupam Kher-Prem Chopra-Tinnu Anand-Kiran Juneja-Neelima Azim-Aashif Sheikh,unknown,0.8773658507614186,
469114,Crimea,Action-Drama,ru,1.053,['пиманов и партнеры'],2017,6900000,5987319.0,99.0,Released,3.35,0.090618406,Evgeniya Lapova-Pavel Kraynov-Pavel Trubiner-Boris Shcherbakov-Yelena Kotelnikova-Aleksey Komashko-Roman Kurtsyn-Alexandr Sudarev-Gennadiy Yakovlev-Никита Зверев-Ilya Dombrovsky-Yuriy Chernov,civil war-love,0.8677273913043478,
469114,Crimea,Action-Drama,ru,2.166,['пиманов и партнеры'],2017,6900000,5987319.0,99.0,Released,3.35,0.090618406,Evgeniya Lapova-Pavel Kraynov-Pavel Trubiner-Boris Shcherbakov-Yelena Kotelnikova-Aleksey Komashko-Roman Kurtsyn-Alexandr Sudarev-Gennadiy Yakovlev-Никита Зверев-Ilya Dombrovsky-Yuriy Chernov,civil war-love,0.8677273913043478,
439613,Honey Bee 2: Celebrations,Adventure-Comedy,ml,1.4,['lal creations'],2017,740854,640000.0,128.0,Released,4.2,0.0194182298341683,Asif Ali-Bhavana-Baburaj-Sreenath Bhasi-Balu Varghese-Sreenivasan-Mamitha Baiju-Arya Babu-Lal-Lenaa-Krishna Prabha-Suresh Krishna-Arun-Assim Jamal-Harisree Ashokan-Amith Chakalakkal-Kavitha Nair-Joy Mathew-Ponnamma Babu-Prem Kumar-Ganapathi S Poduval-Sudhi Koppa-Alleppey Ashraf-Chembil Ashokan-Eloor George-Ansar Kalabhavan-Jayashankar-Sohan Seenulal-Bipin Chandran-Sasi Kalinga-Munshi Venu,alcohol-parent child relationship-cheating-host family-marriage-food-relationship-pregnant woman-father son reunion-freienship,0.8638679145958583,
9469,He Got Game,Drama,en,14.358,['unknown'],1998,25000000,21567853.0,136.0,Released,6.8,1.9256411252216912,Denzel Washington-Ray Allen-Rosario Dawson-Milla Jovovich-Hill Harper-Ned Beatty-Jim Brown-Joseph Lyle Taylor-Bill Nunn-Michele Shay-John Turturro-Shaquille O'Neal-Charles Barkley-Michael Jordan-Jill Kelly-Chasey Lain-Robin Roberts-Scottie Pippen-Reggie Miller-Bill Walton-Dick Vitale-Bobby Cremins-Rick Pitino-Jim Boeheim-George Karl-Clem Haskins-Denny Crum-Nolan Richardson-Roy Williams-John Chaney-John Thompson-Lute Olson-Dean Smith-Jennifer Esposito-Zelda Harris-Lonette McKee-Thomas Jefferson Byrd-Roger Guenveur Smith-Rick Fox-Leonard Roberts-Arthur J. Nascarella-Ron Cephas Jones-Al Palagonia-Heather Hunter-Kim Director,prison-parent child relationship-homicide-begnadigung-release from prison-forgiveness-college-basketball,0.86271412,
50046,Killing the Shadows,Comedy-Drama-History,tr,3.52,['istisnailer ve reklamlar (ifr)'],2006,3500000,3004541.0,135.0,Released,7.0,0.1812368117855709,Haluk Bilginer-Beyazıt Öztürk-Şebnem Dönmez-Güven Kıraç-Ragıp Savaş-Ayşe Tolga-Altay Özbek-Hasan Ali Mete-Serdar Gökhan-Ayşen Gruda-Levent Kazak-Nihal Yalçın-Muhittin Korkmaz-Güçlü Yalçıner-Mete Horozoğlu-Numan Acar-Ezel Akay-Ayşen Gruda-Selin Türkoğlu-Tansu Biçer-Öner Erkan-Murat Akkoyunlu-Nadir Sarıbacak-Metin Keçeci-Selen Seyven-Nergis Öztürk,unknown,0.8584402857142858,
26791,Brigham City,Crime-Mystery-Drama,en,2.841,['zion'],2001,1000000,852206.0,119.0,Released,6.6,0.0453092029463927,Richard Dutcher-Matthew A. Brown-Wilford Brimley-Carrie Morgan-Jongiorgi Enos-Tayva Patch-Wendy Hoop-Owen Clark-Richard J. Clifford-Sterling Brimley-Jerry North-Jack North-Frank Gerrish-Janice Power-Rick Macy-Jeff Johnson-Barta Heiner-Tim Hansen-Robert Nelson-Elisabeth Simmons-Nick Whitaker-Chris Clark-Chris Kendrick-Emily Pearson-Catherine Cooley-Eli Dutcher-Madison Gordon-Tori Houston-Bill Osborn-Kathryn Little-Haley Fife-Eva Terranova-Anne Sward-Bus Riley-Jayne Luke-Jeremy Hoop-Shannon Engemann-Ivan Crosland-Shirley Bliss-Georgia Cullimore-Faux-Oscar Rowland-Alesandra Durham-Kent Richards-Andres Orozco-Rolland Grubbe-J. Scott Bronson-Michelle Evans-Becky Christensen-Drew Thueson-Logan Houston-Kellen Jones-Ian Ferguson-Eric Peterson-Ethan Dutcher-Cathleen Mason-Jacque Gray-Sydnie Carter-Ray Pinales-Sam Curtis-Denise McKinnon-Bryton Bonner-Teddy Carter-Justin Christiansen-Alex Cope-Cole Gordon-Peg Carter-Ryan Shupe-Roger Archibald-Craig Miner-Jeremy Nielsen-Bart Olson-Sandi Jorgensen-Evette Lee-Dan Rascone-David Thieme-Brian Petersen-Carl Hacking-Jeremy Hulse-Rocky Hansen-Steven Borgquest-Myrna Borgquest-Brent W. Hall-Rebecca Hall-Andy Tanner-Paul Johnson-Ron Johnson-Gwen Dutcher-Lucas Dutcher-Holly Peterson-Rebecca Richins-Doc Heaverland-Krik Myers-Monica Hall-Joseph Hall-Zed the Dog,sheriff-small town-fbi-murder-serial killer-mormon-murder investigation-small town murder-provo utah,0.852206,
7010,The Wild Geese,Action,en,11.713,['richmond'],1978,11600000,9884149.0,134.0,Released,6.9,0.6861107874739472,Roger Moore-Richard Harris-Hardy Krüger-Richard Burton-Stewart Granger-John Kani-Jack Watson-Frank Finlay-Kenneth Griffith-Ronald Fraser-Barry Foster-Winston Ntshona-Percy Herbert-Ian Yule-Glyn Baker-Paul Spurrier-Rosalind Lloyd-David Ladd-Jeff Corey-Brook Williams-Valerie Leon-Leslie Schofield-Jane Hylton-Sydney Chama-Ken Gampu-Patrick Holt-Terence Longdon-John Dennison-Thomas Baptiste-Jules Walters-Fred Bryant-Anna Bergman-Suzanne Danielle-Christopher Chittell,africa-kidnapping-mercenary-diplomat-private army-outlaw-cult film,0.8520818103448276,
36278,Top Dog,Action-Adventure-Comedy-Family-Thriller,en,5.621,['unknown'],1995,6000000,5093707.0,86.0,Released,4.4,0.2589097311222442,Chuck Norris-Michele Lamar Richards-Carmine Caridi-Clyde Kusatsu-Kai Wulff-Peter Savard Moore-Timothy Bottoms-Francesco Quinn-Herta Ware-Linda Castro-Erik von Detten-Dean Raphael Ferrandini-John Kerry-Hank Baumert-John Sistrunk-Bob Bastanchury-Kent Rizley-Eric Norris-Tony Ferrandini-Karalee Austin-Jack Banning-Bill Dunnam-Michelangelo Kowalski-Ron Johnson-Tom Steinmetz-Barbara Savage-Eileen Bowman-Carey Scott-Noah Michael Levine-Fred Bailey-Dean Raphael Ferrandini-Bill Brinsfield-Greg Benson-Betty,police dog,0.8489511666666667,
73576,Mermaid,Comedy-Drama-Fantasy-Romance,ru,2.868,"['magnum', 'central partnership']",2007,1700000,1431983.0,115.0,Released,6.5,0.1488730953952904,Mariya Shalaeva-Yevgeni Tsyganov-Mariya Sokova-Igor Yatsko-Maksim Konovalov-Olga Shakina-Artur Smolyaninov-Nelly Uvarova-Ivan Nikolaev-Sergey Chirkov-Anastasiya Dontsova-Natalya Rychkova-Nana Kiknadze-Marina Nikolaeva-Sergey Yurkin-Inga Smetanina-Sergey Aldonin-Anton Eskin-Viktor Perevalov-Albina Evtushevskaya-Yuriy Yafaev-Natalya Smirnova-Ekaterina Starshova-Olga Shakina-Igor Savochkin-Tomas Motskus,woman director,0.8423429411764706,
57209,Inadequate People,Comedy-Romance-Drama,ru,3.822,"['paradise  center', 'cinema prime']",2010,740854,621262.0,106.0,Released,7.311,0.2394915012880759,Ilya Lyubimov-Ingrid Olerinskaya-Yevgeni Tsyganov-Yuliya Takshina-Anastasiya Fedorkova-Marina Zaytseva-Artem Dushkin-Polina Iosilevitch-Nazar As-Samarray-Anna Glaube-Roman Karimov-Yaroslav Lozovsky-Vladislav Topalov-Dmitriy Tarasenko-Mayya Nikitenko-Svetlana Makarova-Vasilchenko-Anastasiya Sergeeva,unknown,0.8385754818088315,
48382,"The Book of Mormon Movie, Volume 1: The Journey",Adventure-Family,en,1.412,['mormon'],2003,2000000,1672730.0,120.0,Released,5.0,0.006472743,Noah Danby-Bryce Chamberlain-Mark Gollaher-Cragun Foulger-Kirby Heyborne-Jan Broberg-Jacque Gray-Jessica Giauque-Lisa Rogers-Ron Frederickson-Sheryl Lee Wilson-Michael Flynn-David Shipp-Dustin Harding-Todd Davis-Melanie Deters-Carrie Stringfellow-Bruce Newbold-Susan Rounkles-Eden Benson-Christopher Robin Miller-Rebecca Larsen-Jennifer Nix-Jeremy Cooper-Brooks Utley-Richard J. Clifford-Paul Cheney-Brad Johnson-Quinton Lafferty-Jerome Roi Maufas-Bernard Kubiak-Lynn Marie Pitcher-Jim Bishoff-David Nibley-David Hales-Dixon Pitcher-Mike Timm-Joan Hales-Jenny Evans Rogers-Andrew Harris-Josh Cram-Tyler Cram-Timothy Cox-Brian Robertson-Thane Hales-Wendy Putnam-Jennifer Bergman-Ron Johnson-Terri Fillmore-Michelle Fillmore-Tom Harper-Greg Moncur-David Rogers-Matt Baker-Walter McCorby Family-Joan Peterson-Drake Allen-Griffin Allen-Gabrielle Harrington-David Wilson-Daryl Wilson-Ryan Hales-Eric Lippincott-John Iley-Linsey Austad-Carter Platt-Morgan White-Cameron Hopkin-Max Whitaker,jerusalem israel-book of mormon-sibling rivalry-mormon-journey-scripture-father son relationship,0.836365,
10440,Manhattan Murder Mystery,Comedy-Mystery,en,11.332,"['tri', 'star', 'jack rollins & charles h joffe']",1993,13500000,11285588.0,104.0,Released,7.296,2.873898015456911,Woody Allen-Diane Keaton-Jerry Adler-Alan Alda-Anjelica Huston-Lynn Cohen-Melanie Norris-Zach Braff-Joy Behar-Ron Rifkin-John Doumanian-Sylvia Kauders-Ira Wheeler-Marge Redmond-George J. Manos-Aida Turturro-John Costelloe-Philip Levy-Wendell Pierce-Steven Randazzo-Frank Pellegrino-Gloria Irizarry-William Addy-Yanni Sfinias-Ruth Last-Suzanne Raffaelli-Al Cerullo,investigation-dark comedy-neighbor-manhattan new york city,0.8359694814814815,
12709,Ridicule,Comedy-Drama-Romance,fr,5.994,['epithète'],1996,3000000,2503829.0,102.0,Released,6.9,0.5372376920786568,Charles Berling-Jean Rochefort-Fanny Ardant-Judith Godrèche-Bernard Giraudeau-Bernard Dhéran-Carlo Brandt-Jacques Mathou-Urbain Cancelier-Albert Delpy-Bruno Zanardi-Marie Pillet-Jacques Roman-Philippe Magnan-Maurice Chevit-Jacques François Zeller-Gérard Hardy-Marc Berman-Philippe du Janerand-Claude Dereppe-Isabelle Spade-Isabelle Petit-Jacques-Nathalie Mann-Étienne Draber-Fabrice Eberhard-Stéphane Fourmond-Jean-Jacques Le Vessier-Lucien Pascal-Nicolas Chagrin-Fabien Béhar-Mirabelle Kirkland-Marie Llano-Antonin Lebas-Joly-Didier Abot-Julien Bukowski-José Fumanal-Sylvie Herbert-Alain Hocine-Clémentine Buxtorf-Boris Napes-Gérard Sergue-Laurent Valo-Claire Garguier-Marine Guez,painter-bedroom-versailles-court-duel-rabbit-drainage project-powder-18th century-sign languages-aristocracy,0.8346096666666667,
450047,Tiyaan,Drama,ml,1.798,['red rose creations'],2017,2400000,2000000.0,168.0,Released,5.7,0.042072831,Indrajith Sukumaran-Prithviraj Sukumaran-Murali Gopy-Suraj Venjaramoodu-Ananya-Paris Laxmi-Mridula Sathe-Padmapriya Janakiraman-Rahul Madhav-Nakshatra Indrajith-Amit Kumar Tiwari-Manasa Radhakrishnan-Ranjeet-Shine Tom Chacko-Mohanlal-Ravi Singh-Bhavika Bhasin-Ashwin Mathew-John Kokken,unknown,0.8333333333333334,
450047,Tiyaan,Drama,ml,1.001,['red rose creations'],2017,2400000,2000000.0,168.0,Released,5.7,0.042072831,Indrajith Sukumaran-Prithviraj Sukumaran-Murali Gopy-Suraj Venjaramoodu-Ananya-Paris Laxmi-Mridula Sathe-Padmapriya Janakiraman-Rahul Madhav-Nakshatra Indrajith-Amit Kumar Tiwari-Manasa Radhakrishnan-Ranjeet-Shine Tom Chacko-Mohanlal-Ravi Singh-Bhavika Bhasin-Ashwin Mathew-John Kokken,unknown,0.8333333333333334,
18764,Twin Dragons,Comedy-Action,cn,24.875,"['paragon', 'golden way', 'hong kong directors guild']",1992,10000000,8332431.0,104.0,Released,6.6,0.9288386604010512,Jackie Chan-Maggie Cheung-Nina Li Chi-Teddy Robin-James Wong-Sylvia Chang-Kirk Wong-David Chiang-Mabel Cheung-Alfred Cheung Kin-Ting-Johnny Wang Lung-Wei-Anthony Chan Yau-Jacob Cheung-David Wu-Philip Chan Yan-Kin-Lau Kar-leung-Wong Jing-Tony Ching Siu-Tung-Gordon Chan-Chor Yuen-Jamie Luk Kim-Ming-Guy Lai Ying-Chau-Eric Tsang-Dennis Chan Kwok-San-Clifton Ko Chi-Sum-Stephen Tung Wai-Tsui Hark-Ringo Lam-Ng See-Yuen-John Woo-Tsui Siu-Ming-Ann Hui-Mars-Chan Tat-Kwong-Benny Lai Keung-Kuen-Roman Tam,mistaken identity-martial arts master-pianist-twins-concert pianist,0.8332431,
121286,Buona giornata,Comedy,it,5.244,['medusa distribuzione'],2012,3500000,2900000.0,131.0,Released,4.9,0.4563284011029554,Diego Abatantuono-Lino Banfi-Vincenzo Salemme-Christian De Sica-Maurizio Mattioli-Tosca D'Aquino-Teresa Mannino-Paolo Conticini-Gabriele Cirilli-Chiara Francini-Valentina Persia-Tiziana Schiavarelli-Dante Marmone-Alessandro Bressanello-Giorgia Trasselli-Alessandra Sarno-Daria Baykalova-Lucianna De Falco-Remo Remotti-Mario Ierace-Antonio Stornaiolo-Giuseppe Centola-Antonio Centola-Gianantonio Mellone Martinone-Fabrizio Bracconeri-Fabrizio Frizzi-Luis Molteni-Stefano Antonucci-Mauro Meconi-Mario Patanè-Fabrizio Apolloni-Katia Beni-Tina Grimaldi-Gianni Franco-Roberto Albin-Cristian Marazziti-Fabrizio Pucci-Angelika Montrone-Maria Lauria-Francesco Procopio-Tony Rucco-G-Max-Paolo Fosso-Francesca Tomassoni-Azzurra Martino-Libero Sansavini,unknown,0.8285714285714286,
21294,The Amateur,Action-Crime-Thriller,en,2.636,"['balkan', 'tiberius']",1981,8338578,6892098.0,112.0,Released,6.1,0.0258909731122244,John Savage-Christopher Plummer-Marthe Keller-Arthur Hill-Nicholas Campbell-George Coe-John Marley-Jan Rubeš-Ed Lauter-Miguel Fernandes-Jan Tříska-Graham Jarvis-Jacques Godin-Chapelle Jaffe-Lynne Griffin-Robert Beatty-Walther Reyer-Lisa Schrage,unknown,0.8265315740885316,
