title,genres,original_language,popularity,production_companies,release_year,runtime,vote_average,vote_count,pc_impact,pcif,gif,pop_actor,success_pot
Miss Sloane,Thriller,en,2.0086,filmnation,2016,4.296296296296296,7.4,4.9904850673812575,0.21545207285714288,low,medium,True,low
The Faculty,Horror,en,2.0078,los hooligans,1998,2.148148148148148,6.5,5.327067717840174,0.33009741499999995,low,high,True,medium
Paranormal Activity: The Ghost Dimension,Horror,en,2.0057,paramount,2015,0.9629629629629628,5.3,3.987209859282561,1.516934121304348,high,high,False,high
Men in Hope,Comedy,cs,2.0047,infinity,2011,2.962962962962962,7.5,0.4369101712687871,0.16891011,low,high,False,high
Chestnut: Hero of Central Park,Family,en,2.0039000000000002,unknown,2004,0.8888888888888884,7.0,0.5113467189664324,0.312982092,low,medium,True,low
The Land Before Time,Family,en,2.0034,universal,1988,0.0,7.1,7.259181586339922,1.5666978714723927,high,medium,True,high
Ferris Bueller's Day Off,Comedy,en,2.0031,paramount,1986,2.0740740740740735,7.6,10.0,1.516934121304348,high,high,True,high
"O Brother, Where Art Thou?",Adventure,en,2.0024,universal,2000,2.3703703703703702,7.3,10.0,1.5666978714723927,high,high,True,medium
Airport '77,multiple,en,2.0019,universal,1977,2.8888888888888893,5.6,0.8155656530350693,1.5666978714723927,high,low,True,high
The Kid,Fantasy,en,2.0019,walt disney,2000,2.148148148148148,6.5,2.631170142529807,2.4675621212941174,high,medium,True,low
The Snowman,Crime,en,2.0014,universal,2017,3.2592592592592595,5.2,6.492161507890274,1.5666978714723927,high,medium,True,low
The Legend of 1900,Drama,it,2.0009,medusa,1998,7.037037037037036,8.3,6.427434075109713,0.18335947416666667,low,high,True,medium
Road Trip,Comedy,en,1.9998999999999998,dreamworks,2000,1.333333333333333,6.2,5.187903737361968,1.5526935495402299,high,high,False,high
Videodrome,Horror,en,1.9997,unknown,1983,0.9629629629629628,7.3,6.343288412494983,0.312982092,low,high,True,low
Pete's Dragon,Adventure,en,1.9982,whitaker,2016,2.0740740740740735,6.4,6.456561419860965,0.64047257,low,high,True,medium
The Ghost and the Darkness,Adventure,en,1.998,paramount,1996,2.518518518518519,6.8,2.7153158051445363,1.516934121304348,high,high,True,low
Mortal Kombat,Action,en,1.9967,new line cinema,1995,1.9259259259259256,5.8,6.239724520046086,1.2639715592307692,medium,high,False,high
The Sisters Brothers,Drama,en,1.9965,annapurna,2018,3.4074074074074066,6.824,5.831941693528551,0.3611241765789474,low,high,True,low
Are We There Yet?,multiple,en,1.9960999999999998,columbia,2005,1.481481481481481,5.605,2.7379704066177326,1.650344178225256,high,low,True,medium
The Young and Prodigious T.S. Spivet,Adventure,en,1.996,cross creek,2013,2.2222222222222223,6.774,2.077750592,0.6284221304347826,low,high,True,low
Beastly,Drama,en,1.9957999999999998,cbs,2011,0.8148148148148149,6.319,8.330420598858208,0.3630130486956522,low,high,True,medium
Airport,Action,en,1.9952,unknown,1970,4.592592592592592,6.4,1.064766269240229,0.312982092,low,high,True,high
The Flintstones in Viva Rock Vegas,Comedy,en,1.9945,universal,2000,1.1111111111111107,4.804,2.042150504226701,1.5666978714723927,high,high,True,low
Goal! II: Living the Dream,Drama,en,1.9933,impala,2007,2.962962962962962,6.0,1.831786347689878,0.04259067,low,high,True,low
A Bridge Too Far,Drama,en,1.9922999999999997,united artists,1977,7.4074074074074066,7.2,2.129532538480458,0.8990610927777777,low,high,True,medium
Labyrinth,Adventure,en,1.9918,lucasfilm,1986,2.0,7.256,6.967908138827397,5.01196809125,very high,high,True,low
K-19: The Widowmaker,multiple,en,1.9914,paramount,2002,4.666666666666666,6.5,2.702370318588424,1.516934121304348,high,low,True,low
Searching,Thriller,en,1.9913,screen gems,2018,2.0,7.604,10.0,0.6442413717910448,low,medium,False,high
Citizen Kane,Mystery,en,1.9899999999999998,rko,1941,3.2592592592592595,8.022,10.0,0.11182641714285715,low,low,True,high
Eight Below,Adventure,en,1.9899,walt disney,2006,3.333333333333334,7.0,4.925757634600696,2.4675621212941174,high,high,True,medium
The Longest Day,War,en,1.9886,20th century fox,1962,7.62962962962963,7.6,2.572915453027302,2.346507158347826,high,low,True,high
Harold & Kumar Go to White Castle,Comedy,en,1.9883,new line cinema,2004,0.9629629629629628,6.5,5.734850544,1.2639715592307692,medium,high,True,medium
Slender Man,Horror,en,1.9875,screen gems,2018,1.333333333333333,4.4,5.640995766825896,0.6442413717910448,low,high,True,low
The War with Grandpa,Comedy,en,1.9875,efo,2020,1.7037037037037033,6.5,2.514660763524797,0.119734125,low,high,True,medium
The Green Knight,Adventure,en,1.9867000000000001,a24,2021,4.074074074074074,6.568,4.673320646756508,0.10233037066666667,low,high,True,low
The Woman in Black,Drama,en,1.9859000000000002,uk council,2012,1.481481481481481,6.1,10.0,0.23842874583333334,low,high,True,high
Jaws: The Revenge,Adventure,en,1.9850999999999999,universal,1987,1.0370370370370372,4.1,2.776806866286069,1.5666978714723927,high,high,True,medium
Behind Enemy Lines,multiple,en,1.9823,20th century fox,2001,2.296296296296296,6.3,3.90630056830686,2.346507158347826,high,low,True,medium
Aftermath,Drama,en,1.9822,ingenious media,2017,1.2592592592592595,5.7,2.511424391885769,0.49485519978260867,low,high,True,low
Gothika,Horror,en,1.9819,dark castle,2003,1.7037037037037033,6.1,6.417724960192628,0.39944983549999996,low,high,True,medium
Trainwreck,Comedy,en,1.9811,universal,2015,3.703703703703704,5.784,7.673437156135513,1.5666978714723927,high,high,True,high
Van Wilder: Freshman Year,Comedy,en,1.9808,tapestry,2009,1.8518518518518512,5.5,0.915893174,0.71410061875,low,high,False,low
Happy Gilmore,Comedy,en,1.9803000000000002,universal,1996,1.2592592592592595,6.613,7.479254858,1.5666978714723927,high,high,True,high
The Phantom,Adventure,en,1.9797,paramount,1996,1.8518518518518512,5.2,1.5405129001773532,1.516934121304348,high,high,True,low
Ray,Drama,en,1.9796,universal,2004,5.703703703703704,7.442,5.136121791,1.5666978714723927,high,high,True,medium
The Pledge,multiple,en,1.9777,morgan creek,2001,3.5555555555555554,6.569,2.6246973992517506,0.7084060284210527,low,low,True,low
Crimson Peak,Horror,en,1.9763000000000002,universal,2015,3.2592592592592595,6.6,10.0,1.5666978714723927,high,high,True,low
Titan A.E.,multiple,en,1.9759,20th century fox,2000,1.4074074074074074,6.609,2.964516421349696,2.346507158347826,high,low,True,low
CHiPS,Action,en,1.9744,warner bros,2017,1.8518518518518512,6.132,3.6117907491553063,1.6886122643533121,high,high,True,low
Daybreakers,Action,en,1.9743,lionsgate,2009,1.7037037037037033,6.3,5.521250016181858,0.4699119434177216,low,high,True,medium
Sweet November,Drama,en,1.9742000000000002,warner bros,2001,3.2592592592592595,6.9,3.560008802930858,1.6886122643533121,high,high,True,low
47 Meters Down,multiple,en,1.9739,dimension,2017,1.0370370370370372,5.8,7.958237860369982,0.5459469046875001,low,low,True,high
Identity,Mystery,en,1.9735,columbia,2003,1.1111111111111107,7.2,10.0,1.650344178225256,high,low,True,medium
Angel Heart,Horror,en,1.9731,carolco,1987,2.814814814814815,7.1,4.090773751731459,2.04350179,high,high,True,low
31,Horror,en,1.973,protagonist,2016,2.0,5.4,2.1424780250365707,0.03761358344827587,low,high,True,low
Erin Brockovich,Drama,en,1.972,jersey,2000,4.148148148148147,7.4,9.133040765337164,0.6026521204761904,low,high,True,medium
Beautiful Creatures,Fantasy,en,1.9718,warner bros,2013,3.6296296296296298,6.0,8.592566702,1.6886122643533121,high,medium,True,low
The Bucket List,Drama,en,1.9699000000000002,two ton,2007,1.6296296296296298,7.167,10.0,0.24212985499999998,low,high,True,medium
The Pyramid,Horror,en,1.9698,fox international,2014,1.0370370370370372,5.187,2.8641889005398267,0.12429868833333334,low,high,False,medium
Blades of Glory,Comedy,en,1.9693999999999998,dreamworks,2007,1.333333333333333,6.1,4.938703121156808,1.5526935495402299,high,high,True,medium
From Hell,Horror,en,1.9689,20th century fox,2001,3.481481481481481,6.689,7.919401400701645,2.346507158347826,high,high,True,medium
Corsage,Drama,de,1.9687999999999999,eurimages,2022,2.8888888888888893,6.9,0.2621461027612722,0.03280070454545454,low,high,False,low
Murder on the Orient Express,Drama,en,1.9684000000000001,paramount,1974,3.9259259259259256,7.157,3.7736093311067096,1.516934121304348,high,high,True,high
The Rocketeer,multiple,en,1.9682,walt disney,1991,2.4444444444444446,6.5,2.7282612917006483,2.4675621212941174,high,low,True,low
The Girl in the Spider's Web,multiple,en,1.9675999999999998,columbia,2018,2.962962962962962,6.1,3.744481986355457,1.650344178225256,high,low,True,low
The Fountain,multiple,en,1.9669,warner bros,2006,1.5555555555555554,6.955,8.294820510828899,1.6886122643533121,high,low,True,low
Halloween: The Curse of Michael Myers,Horror,en,1.9661000000000002,miramax,1995,0.9629629629629628,5.2,2.928916333320388,0.4651581044827586,low,high,True,medium
Dogtooth,Drama,el,1.9649999999999999,boo,2009,1.7037037037037033,7.1,5.890196383031056,0.0008275566666666668,low,high,False,low
Personal Shopper,Drama,en,1.9649,scope,2016,2.296296296296296,5.903,3.4758631403161284,0.04468872818181818,low,high,True,low
The English Patient,Drama,en,1.9647,miramax,1996,6.444444444444445,7.2,6.184706202182609,0.4651581044827586,low,high,True,high
Lost in Space,Science Fiction,en,1.9636,new line cinema,1998,4.074074074074074,5.4,3.375535619506259,1.2639715592307692,medium,high,True,medium
Fanaa,multiple,hi,1.9634,yash raj,2006,6.8888888888888875,6.7,0.5307649488006007,0.20673510571428572,low,low,False,high
Rock Dog,multiple,en,1.9623000000000002,summit,2016,1.1111111111111107,6.2,0.8155656530350693,1.1755522572222221,medium,low,True,low
Critters,Comedy,en,1.9622,new line cinema,1986,0.8148148148148149,6.395,2.530842621719937,1.2639715592307692,medium,high,True,high
Letters from Iwo Jima,Action,en,1.9617999999999998,warner bros,2006,4.888888888888889,7.46,5.657177625021037,1.6886122643533121,high,high,True,high
Transcendence,multiple,en,1.9617,warner bros,2014,3.2592592592592595,6.014,10.0,1.6886122643533121,high,low,True,low
Burn After Reading,Comedy,en,1.9617,studiocanal,2008,1.5555555555555554,6.628,10.0,0.2975150791538462,low,high,True,high
The Postman Always Rings Twice,Romance,en,1.9613,lorimar,1981,3.481481481481481,6.5,1.3333851152795575,0.2791893066666667,low,medium,True,low
Wings of Desire,Drama,de,1.9596,wdr,1987,3.9259259259259256,7.81,3.4208448224526515,0.009984254285714285,low,high,True,low
How High,Comedy,en,1.9594,universal,2001,1.333333333333333,6.3,2.621461027612723,1.5666978714723927,high,high,False,medium
Bullitt,multiple,en,1.959,warner bros,1968,2.814814814814815,7.2,2.9321527049594156,1.6886122643533121,high,low,True,high
Vicky Cristina Barcelona,Drama,en,1.9582000000000002,wild bunch,2008,1.5555555555555554,6.8,10.0,0.1159257055882353,low,high,True,high
Look Who's Back,Comedy,de,1.9575,constantin,2015,3.0370370370370363,6.8,5.281758514893782,0.65121009,low,high,False,high
The Peacemaker,Action,en,1.9568999999999999,dreamworks,1997,3.6296296296296298,6.0,2.627933770890779,1.5526935495402299,high,high,True,medium
Valentine,Horror,en,1.956,warner bros,2001,1.5555555555555554,5.4,1.4952036972309604,1.6886122643533121,high,high,True,low
G-Force,multiple,en,1.9559000000000002,walt disney,2009,0.9629629629629628,5.4,5.362667805869483,2.4675621212941174,high,low,True,medium
Snakes on a Plane,multiple,en,1.9556999999999998,new line cinema,2006,2.2222222222222223,5.4,4.844848343624995,1.2639715592307692,medium,low,True,low
Nowhere to Run,multiple,en,1.954,unknown,1993,1.4074074074074074,6.3,1.831786347689878,0.312982092,low,low,True,high
Under the Skin,Thriller,en,1.9533,bfi,2014,2.4444444444444446,6.116,9.667042085776794,0.03755354120300752,low,medium,True,low
Primer,Science Fiction,en,1.9533,unknown,2004,0.14814814814814792,6.8,5.984051161,0.312982092,low,high,False,low
All Eyez on Me,Drama,en,1.953,voltage,2017,4.7407407407407405,6.7,3.4726267686771006,0.07091052,low,high,False,low
The House That Jack Built,multiple,en,1.9526,zentropa s,2018,5.703703703703704,7.168,7.437182026486465,0.047256188235294115,low,low,True,low
Vicky and Her Mystery,Adventure,fr,1.9523,gaumont,2021,0.6666666666666661,7.2,1.4531308659235955,0.25573939476190477,low,high,False,low
Dumb and Dumberer: When Harry Met Lloyd,Comedy,en,1.9518,new line cinema,2003,0.7407407407407405,4.146,2.2266236876513004,1.2639715592307692,medium,high,True,medium
The Assignment,Action,en,1.9501000000000002,sbs,2016,1.481481481481481,5.5,1.3625124600308105,0.04511278625,low,high,True,low
The Crush,Drama,en,1.9486999999999999,warner bros,1993,1.0370370370370372,6.5,1.3301487436405297,1.6886122643533121,high,high,True,medium
Tucker and Dale vs. Evil,Comedy,en,1.9468,eden rock media,2010,1.0370370370370372,7.3,7.602236980076896,0.139917446,low,high,False,low
Raw Deal,Action,en,1.9457,unknown,1986,2.296296296296296,5.799,2.1360052817585147,0.312982092,low,high,True,low
Sleep Tight,Thriller,es,1.9453,filmax,2011,1.6296296296296298,7.1,2.9548073064326124,0.14200663714285713,low,medium,False,low
The Circle,Drama,en,1.9453,stx,2017,2.5925925925925917,5.507,10.0,0.3052721348148148,low,high,True,medium
Buffy the Vampire Slayer,Action,en,1.9440000000000002,20th century fox,1992,0.8148148148148149,5.606,2.388442269602703,2.346507158347826,high,high,True,medium
Monster,Crime,en,1.9428999999999998,newmarket,2003,2.5925925925925917,7.245,6.459797791499994,1.6059515519999998,high,medium,True,high
The Visitors II: The Corridors of Time,Comedy,fr,1.9424,cnc,1998,3.185185185185185,6.0,2.8512434139837146,0.024233516481481483,low,high,True,medium
Paycheck,multiple,en,1.941,paramount,2003,3.2592592592592595,6.18,5.013139668854453,1.516934121304348,high,low,True,low
Ocean's Thirteen,Crime,en,1.9403,warner bros,2007,3.481481481481481,6.709,10.0,1.6886122643533121,high,medium,True,medium
The Watch,Comedy,en,1.938,21 laps,2012,2.0,5.6,6.6475073465636205,0.694221272051282,low,high,True,low
Morgan,Horror,en,1.9379000000000002,20th century fox,2016,1.2592592592592595,5.771,4.226701360570637,2.346507158347826,high,high,True,low
Awake,Thriller,en,1.9372,greenestreet,2007,0.6666666666666661,6.433,3.754191101272541,0.004197856666666667,low,medium,True,low
Red Heat,Action,en,1.9367,carolco,1988,2.148148148148148,6.174,4.064882778619234,2.04350179,high,high,True,low
Braindead,Horror,en,1.9363,new zealand commission,1992,2.0740740740740735,7.4,4.414410915634264,0.017446891904761907,low,high,False,low
Some Like It Hot,multiple,en,1.9354,united artists,1959,3.481481481481481,8.1,9.819151552811112,0.8990610927777777,low,low,True,high
Solomon and Sheba,History,en,1.9354,united artists,1959,4.7407407407407405,6.3,0.2265460147319637,0.8990610927777777,low,low,True,medium
The Tale of The Princess Kaguya,Animation,ja,1.9353000000000002,toho co,2013,4.592592592592592,8.1,4.728338964619985,0.7190853366666667,low,medium,False,low
Last Tango in Paris,Drama,it,1.9350999999999998,united artists,1972,4.0,7.0,3.4143720791745955,0.8990610927777777,low,high,True,high
Babylon A.D.,multiple,en,1.9335999999999998,studiocanal,2008,1.9259259259259256,5.6,5.751032403,0.2975150791538462,low,low,True,low
Death Warrant,Action,en,1.9318000000000002,metro-goldwyn-mayer,1990,1.0370370370370372,6.2,1.4401853793674837,1.0234533082758621,medium,high,True,high
Haywire,Action,en,1.9316,relativity media,2011,1.333333333333333,5.7,3.686227296852952,1.302595098220339,medium,high,True,low
The Boy Next Door,Thriller,en,1.9312999999999998,universal,2015,1.1851851851851851,4.835,6.152342485792328,1.5666978714723927,high,medium,True,high
Stronger,Drama,en,1.9303000000000001,lionsgate,2017,3.2592592592592595,7.0,4.161973927790076,0.4699119434177216,low,high,True,low
Heavy Metal,multiple,en,1.9297,columbia,1981,1.1111111111111107,6.5,1.841495462606962,1.650344178225256,high,low,True,medium
Compliance,Drama,en,1.9288,low spark,2012,1.1111111111111107,6.371,1.7638225432702888,0.00920579,low,high,False,low
Blazing Saddles,Western,en,1.9284,warner bros,1974,1.333333333333333,7.293,5.100521703108211,1.6886122643533121,high,low,True,high
The Visitor from the Future,Science Fiction,fr,1.9278,cnc,2022,2.0,6.7,0.3430553937369736,0.024233516481481483,low,high,False,low
Get Carter,multiple,en,1.9262000000000001,warner bros,2000,2.0,5.1,1.517858298704157,1.6886122643533121,high,low,True,low
Miss Bala,Action,en,1.9260000000000002,columbia,2019,2.148148148148148,6.4,1.482258210674848,1.650344178225256,high,high,True,low
Lake Placid,multiple,en,1.9259,fox 2000,1999,0.5185185185185182,5.9,3.0324802257692856,1.1378003659615383,medium,low,True,medium
The Outlaw Josey Wales,Western,en,1.9248999999999998,warner bros,1976,4.444444444444445,7.496,3.1133895167449865,1.6886122643533121,high,low,True,high
The Name of the Rose,Drama,en,1.9243,zdf,1986,4.074074074074074,7.5,8.414566261472936,0.026522486600000002,low,high,True,high
A Bad Moms Christmas,Comedy,en,1.9234000000000002,universal,2017,2.148148148148148,6.3,6.417724960192628,1.5666978714723927,high,high,True,high
The Swan Princess,multiple,en,1.9224,unknown,1994,1.0370370370370372,6.6,2.9904073944619207,0.312982092,low,low,True,low
Street Kings,multiple,en,1.9219000000000002,regency enterprises,2008,2.518518518518519,6.6,3.993682602560617,0.8769127665333333,low,low,True,high
Mirror Mirror,multiple,en,1.9219000000000002,relativity media,2012,2.296296296296296,5.9,9.566714564966924,1.302595098220339,medium,low,True,medium
Winchester,Horror,en,1.9213,lionsgate,2018,1.8518518518518512,5.907,5.094048959830155,0.4699119434177216,low,high,True,high
Jexi,Comedy,en,1.9209,lionsgate,2019,0.6666666666666661,6.9,3.307571815,0.4699119434177216,low,high,True,low
The Village,Drama,en,1.9205999999999999,touchstone,2004,2.4444444444444446,6.438,10.0,1.2053670535714285,medium,high,True,medium
White Fang,multiple,en,1.9202000000000001,walt disney,1991,2.3703703703703702,6.7,1.8058953745776536,2.4675621212941174,high,low,True,medium
Hatchet,Comedy,en,1.9197,ariescope,2006,0.6666666666666661,5.8,1.6958587388506996,0.002118655,low,high,False,low
Chloe,Drama,en,1.9192,studiocanal,2010,1.5555555555555554,6.1,4.844848343624995,0.2975150791538462,low,high,True,low
Shaft,multiple,en,1.9192,paramount,2000,1.7777777777777777,6.0,3.5308814581796057,1.516934121304348,high,low,True,medium
Moana,multiple,en,1.9184,walt disney,2016,2.3703703703703702,7.565,10.0,2.4675621212941174,high,low,True,medium
The Number 23,Thriller,en,1.9181000000000001,new line cinema,2007,1.9259259259259256,6.418,9.20424094139578,1.2639715592307692,medium,medium,True,medium
The New Guy,Comedy,en,1.918,revolution,2002,0.9629629629629628,5.9,1.5405129001773532,0.871310398918919,low,high,True,medium
The Great Mouse Detective,multiple,en,1.9179,walt disney,1986,0.0,7.053,4.628011443810116,2.4675621212941174,high,low,False,medium
Black Snake Moan,Drama,en,1.9179,paramount vantage,2006,3.0370370370370363,6.9,2.3754967830465907,0.2561559222222222,low,high,True,low
Seven Pounds,Drama,en,1.9164999999999999,columbia,2008,3.5555555555555554,7.609,10.0,1.650344178225256,high,high,True,medium
Dracula 2000,multiple,en,1.9159,dimension,2000,1.7777777777777777,5.183,1.789713516382513,0.5459469046875001,low,low,True,low
Stay Alive,Horror,en,1.9156,spyglass,2006,0.7407407407407405,5.8,2.025968646031561,1.4647863859999999,medium,high,False,medium
Balkan Line,Drama,ru,1.9154,unknown,2019,4.074074074074074,7.6,0.7443654769764522,0.312982092,low,high,False,low
Leaving Las Vegas,Drama,en,1.9152,united artists,1995,2.666666666666666,7.3,3.8415731355262985,0.8990610927777777,low,high,True,high
The Santa Clause 3: The Escape Clause,Comedy,en,1.9152,walt disney,2006,1.6296296296296298,5.5,3.249317125584165,2.4675621212941174,high,high,True,high
The Dukes of Hazzard,Comedy,en,1.9148,warner bros,2005,2.148148148148148,5.498,3.194298807720688,1.6886122643533121,high,high,True,medium
Maximum Overdrive,Horror,en,1.9141,unknown,1986,1.6296296296296298,5.8,1.8868046655533548,0.312982092,low,high,True,low
Death Note,Fantasy,ja,1.9133,shochiku,2006,3.777777777777777,6.967,1.8576773208021025,0.071053116,low,medium,False,low
Two Weeks Notice,Comedy,en,1.9133,village roadshow,2002,1.9259259259259256,6.358,5.867541781557859,1.6844715285227272,high,high,True,medium
Hudson Hawk,Action,en,1.9122,silver,1991,1.8518518518518512,5.657,2.725024920061621,1.3229664265116279,medium,high,True,low
Easy Rider,Adventure,en,1.9111999999999998,columbia,1969,1.481481481481481,7.1,5.505068157986718,1.650344178225256,high,high,True,high
Momentum,Action,en,1.9098,unknown,2015,1.5555555555555554,5.7,1.4887309539529043,0.312982092,low,high,True,low
Sinister 2,Horror,en,1.9085999999999999,blumhouse,2015,1.6296296296296298,5.9,6.1070332828459355,0.45211804425373137,low,high,False,high
Cop Land,Action,en,1.9085,miramax,1997,2.148148148148148,6.8,4.207283130736468,0.4651581044827586,low,high,True,medium
Song of the South,Family,en,1.9076,walt disney,1946,1.4074074074074074,6.5,0.734656362,2.4675621212941174,high,medium,True,high
Cyrano,Drama,en,1.9075,metro-goldwyn-mayer,2021,3.6296296296296298,6.5,0.6666925576397789,1.0234533082758621,medium,high,True,low
Highlander: Endgame,Action,en,1.9074000000000002,davis,2000,0.8888888888888884,4.9,1.0841844990743976,0.843792991875,low,high,False,low
The Debt Collector,Action,en,1.9068999999999998,compound b,2018,1.5555555555555554,5.9,0.5275285771615726,0.0,low,high,False,low
What to Expect When You're Expecting,Romance,en,1.9064,lionsgate,2012,2.5925925925925917,6.028,5.346485947674343,0.4699119434177216,low,medium,True,medium
National Lampoon's Van Wilder,Comedy,en,1.906,myriad,2002,1.2592592592592595,6.0,5.1781946224448845,0.06476510375,low,high,True,high
50/50,Comedy,en,1.9050999999999998,summit,2011,1.8518518518518512,7.1,10.0,1.1755522572222221,medium,high,True,high
Inside Deep Throat,History,en,1.9041000000000001,unknown,2005,1.1111111111111107,6.7,0.3462917653760016,0.312982092,low,low,True,low
King Kong,Adventure,en,1.9038,paramount,1976,4.37037037037037,6.207,2.2881147487928333,1.516934121304348,high,high,True,high
Red Sonja,Adventure,en,1.9038,dino de laurentiis,1985,1.0370370370370372,5.3,2.229860059290328,0.6099934911111111,low,high,True,low
Flash Gordon,multiple,en,1.9021000000000001,universal,1980,2.666666666666666,6.235,2.6085155410566103,1.5666978714723927,high,low,True,low
Brahms: The Boy II,Horror,en,1.9021000000000001,lakeshore,2020,0.8148148148148149,5.994,3.508226856706409,0.55093713425,low,high,True,medium
The Most Dangerous Game,multiple,en,1.902,rko,1932,0.0,7.0,0.7832019366447888,0.11182641714285715,low,low,True,low
Boys Don't Cry,Crime,en,1.9015,fox searchlight,1999,3.185185185185185,7.5,3.689463668,0.40732839562499995,low,medium,True,high
Carnage,Comedy,en,1.9012,wild bunch,2011,0.37037037037037024,7.178,8.346602457053349,0.1159257055882353,low,high,True,low
The Good Doctor,Drama,en,1.9010000000000002,code red,2011,1.333333333333333,6.2,0.6602198143617227,0.088045456,low,high,True,low
Driving Miss Daisy,Drama,en,1.9007999999999998,warner bros,1989,1.7777777777777777,7.227,4.233174103848693,1.6886122643533121,high,high,True,high
The Last Legion,multiple,en,1.9004,ingenious media,2007,2.0,5.6,2.449933330744236,0.49485519978260867,low,low,True,low
Rebel Without a Cause,Drama,en,1.9004,warner bros,1955,2.666666666666666,7.56,4.611829585614975,1.6886122643533121,high,high,True,medium
Man on a Ledge,Action,en,1.9002,summit,2012,2.0,6.4,7.4630729995986895,1.1755522572222221,medium,high,True,low
About a Boy,Drama,en,1.9,universal,2002,1.9259259259259256,6.653,6.352997527412067,1.5666978714723927,high,high,True,high
Ender's Game,Science Fiction,en,1.8992,oddlot,2013,2.8888888888888893,6.585,10.0,0.355934043,low,high,True,medium
Mr. Deeds,Comedy,en,1.8966999999999998,columbia,2002,1.5555555555555554,5.8,6.327106554299843,1.650344178225256,high,high,True,medium
The Best of Me,Drama,en,1.8966,relativity media,2014,3.1111111111111107,7.5,7.569873263686615,1.302595098220339,medium,high,True,low
The Florida Project,Drama,en,1.8965,cinereach,2017,2.7407407407407405,7.4,7.6507825546623165,0.01930068,low,high,True,high
The Aviator,Drama,en,1.8961,warner bros,2004,7.037037037037036,7.2,10.0,1.6886122643533121,high,high,True,medium
Wish Upon,Horror,en,1.8961,orion,2017,1.1111111111111107,5.6,3.763900216189626,0.1658575165,low,high,True,low
Mojin: The Lost Legend,Action,zh,1.8951,unknown,2015,3.851851851851851,6.2,0.5922560099421337,0.312982092,low,high,False,high
Last Vegas,Comedy,en,1.8948,cbs,2013,2.2222222222222223,6.4,6.252670006602198,0.3630130486956522,low,high,True,high
DOA: Dead or Alive,Adventure,en,1.8943999999999999,summit,2006,0.8888888888888884,5.2,2.213678201095188,1.1755522572222221,medium,high,False,low
August Rush,Family,en,1.8940000000000001,warner bros,2007,2.8888888888888893,7.4,7.919401400701645,1.6886122643533121,high,medium,True,medium
Smallfoot,multiple,en,1.8936,warner bros,2018,1.5555555555555554,6.8,4.579465869224695,1.6886122643533121,high,low,True,medium
Jiu Jitsu,Action,en,1.8935,acme rocket fuel,2020,2.0,4.928,1.7508770567141765,7.426999999999999e-05,low,high,True,low
Daylight,Action,en,1.8935,universal,1996,2.962962962962962,6.1,4.297901536629254,1.5666978714723927,high,high,True,medium
Natural Born Killers,Crime,en,1.8934000000000002,warner bros,1994,3.185185185185185,7.1,9.689696687,1.6886122643533121,high,medium,True,low
Spanglish,Comedy,en,1.8925,columbia,2004,4.074074074074074,6.0,3.689463668,1.650344178225256,high,high,True,low
Danger Close: The Battle of Long Tan,multiple,en,1.8923999999999999,ingenious media,2019,3.2592592592592595,6.885,0.8317475112302095,0.49485519978260867,low,low,False,low
Showdown in Little Tokyo,Action,en,1.8921,warner bros,1991,0.29629629629629584,6.4,1.2071666213574637,1.6886122643533121,high,high,False,low
Elizabeth: The Golden Age,Drama,en,1.8920000000000001,universal,2007,2.8888888888888893,6.714,3.5276450865405775,1.5666978714723927,high,high,True,low
Justice League: War,Animation,en,1.8914000000000002,warner bros,2014,0.29629629629629584,7.5,2.948334563154556,1.6886122643533121,high,medium,True,low
Birth of the Dragon,Action,en,1.8911000000000002,blumhouse,2017,2.0740740740740735,5.8,0.8382202545082656,0.45211804425373137,low,high,False,low
The Poseidon Adventure,Action,en,1.8908,20th century fox,1972,3.1111111111111107,7.1,2.330187580100198,2.346507158347826,high,high,True,high
Lone Wolf McQuade,Action,en,1.8904,orion,1983,2.3703703703703702,6.5,1.0129843230157805,0.1658575165,low,high,True,medium
Macbeth,Drama,en,1.89,studiocanal,2015,2.814814814814815,6.5,4.252592333682862,0.2975150791538462,low,high,True,low
Cats & Dogs: The Revenge of Kitty Galore,multiple,en,1.8895,warner bros,2010,0.5185185185185182,5.213,1.7702952865483448,1.6886122643533121,high,low,True,low
Flubber,Comedy,en,1.8895,walt disney,1997,1.333333333333333,5.6,6.696052921149041,2.4675621212941174,high,high,True,medium
Colonia,Drama,en,1.8895,fred,2015,2.296296296296296,7.29,5.547140989294082,0.051799148749999996,low,high,True,low
A Ghost Story,Drama,en,1.8890999999999998,sailor bear,2017,1.333333333333333,7.105,6.602198143617228,0.045804612222222214,low,high,True,medium
The Entity,Horror,en,1.8888000000000003,unknown,1982,3.703703703703704,6.6,1.2395303377477442,0.312982092,low,high,False,low
La Haine,Drama,fr,1.8887,studiocanal,1995,1.7037037037037033,8.076,10.0,0.2975150791538462,low,high,True,high
District B13,Action,fr,1.8885,magnolia,2004,0.6666666666666661,6.778,5.469468069957409,0.006908330480769232,low,high,False,low
The Long Kiss Goodnight,multiple,en,1.8878,new line cinema,1996,3.4074074074074066,6.602,3.197535179359716,1.2639715592307692,medium,low,True,low
Bad Santa,Drama,en,1.8877,columbia,2003,1.2592592592592595,6.5,5.8804872681139715,1.650344178225256,high,high,True,high
