title,genres,original_language,popularity,production_companies,release_year,runtime,vote_average,vote_count,pc_impact,pcif,gif,pop_actor,success_pot
Thor,Adventure,en,4.5,marvel,2011,2.962962962962962,6.767,10.0,5.512887704358975,very high,high,True,medium
The Amazing Spider-Man,Action,en,4.5,columbia,2012,4.518518518518517,6.682,10.0,1.650344178225256,high,high,True,medium
Man of Steel,Action,en,4.5,warner bros,2013,5.037037037037036,6.616,10.0,1.6886122643533121,high,high,True,medium
Chernobyl: Abyss,multiple,ru,4.5,dk,2021,4.518518518518517,6.2,1.346330602,0.00018863000000000002,low,low,False,low
The Conjuring 2,Horror,en,4.5,new line cinema,2016,4.37037037037037,7.288,10.0,1.2639715592307692,medium,high,True,medium
Maleficent: Mistress of Evil,multiple,en,4.5,walt disney,2019,3.2592592592592595,7.345,10.0,2.4675621212941174,high,low,True,medium
Thor: Ragnarok,multiple,en,4.5,marvel,2017,4.148148148148147,7.6,10.0,5.512887704358975,very high,low,True,medium
A Man Called Otto,Comedy,en,4.5,columbia,2022,3.777777777777777,7.885,4.310847023185366,1.650344178225256,high,high,True,medium
The Last Voyage of the Demeter,Thriller,en,4.5,dreamworks,2023,3.2592592592592595,7.045,3.608554377516279,1.5526935495402299,high,medium,False,low
The Avengers,Science Fiction,en,4.5,marvel,2012,5.037037037037036,7.71,10.0,5.512887704358975,very high,high,True,medium
Terminator Genisys,multiple,en,4.5,paramount,2015,3.777777777777777,5.921,10.0,1.516934121304348,high,low,True,medium
Spider-Man: Far From Home,Action,en,4.5,marvel,2019,4.0,7.5,10.0,5.512887704358975,very high,high,True,medium
Shazam!,Action,en,4.5,warner bros,2019,4.222222222222221,7.04,10.0,1.6886122643533121,high,high,True,medium
Coraline,Animation,en,4.5,focus s,2009,1.8518518518518512,7.8,10.0,0.34496050417475727,low,medium,True,medium
Mulan,Animation,en,4.5,walt disney,1998,0.9629629629629628,7.919,10.0,2.4675621212941174,high,medium,True,medium
Shrek the Third,multiple,en,4.5,dreamworks,2007,1.333333333333333,6.289,10.0,1.5526935495402299,high,low,True,medium
John Wick: Chapter 2,Action,en,4.5,summit,2017,3.481481481481481,7.325,10.0,1.1755522572222221,medium,high,True,medium
Soul,multiple,en,4.5,walt disney,2020,1.9259259259259256,8.161,10.0,2.4675621212941174,high,low,True,medium
Emergency Declaration,multiple,ko,4.5,showbox,2022,4.814814814814815,7.9,0.55341955,0.30870567833333334,low,low,False,low
The Shawshank Redemption,Drama,en,4.5,castle rock,1994,4.962962962962962,8.702,10.0,0.5559630912068966,low,high,True,low
Big Hero 6,multiple,en,4.5,walt disney,2014,2.0,7.741,10.0,2.4675621212941174,high,low,True,medium
Major Grom: Plague Doctor,Action,ru,4.5,bubble,2021,4.518518518518517,6.7,1.524331041982213,0.0520901,low,high,False,low
The Hunger Games: Mockingjay - Part 2,Action,en,4.5,lionsgate,2015,4.592592592592592,6.891,10.0,0.4699119434177216,low,high,True,medium
Frozen,multiple,en,4.5,walt disney,2013,2.0,7.25,10.0,2.4675621212941174,high,low,True,medium
My Hero Academia: Two Heroes,multiple,ja,4.5,toho co,2018,1.5555555555555554,7.921,2.7832796095641252,0.7190853366666667,low,low,False,medium
Snow White and the Seven Dwarfs,Fantasy,en,4.5,walt disney,1937,0.5925925925925926,7.1,10.0,2.4675621212941174,high,medium,False,high
Deadpool,Action,en,4.5,20th century fox,2016,2.4444444444444446,7.604,10.0,2.346507158347826,high,high,True,medium
Up,multiple,en,4.5,disney-pixar,2009,1.5555555555555554,7.954,10.0,4.402320623714285,very high,low,True,medium
Pacific Rim,Action,en,4.5,legendary,2013,4.148148148148147,6.863,10.0,2.542898405,high,high,True,medium
The Parent Trap,Comedy,en,4.5,walt disney,1998,3.9259259259259256,7.1,10.0,2.4675621212941174,high,high,True,high
Star Wars,Adventure,en,4.5,20th century fox,1977,3.4074074074074066,8.2,10.0,2.346507158347826,high,high,True,high
Pirates of the Caribbean: Dead Man's Chest,Adventure,en,4.5,walt disney,2006,5.62962962962963,7.337,10.0,2.4675621212941174,high,high,True,medium
Alien,Horror,en,4.5,20th century fox,1979,3.1111111111111107,8.151,10.0,2.346507158347826,high,high,True,high
Cars 2,multiple,en,4.5,walt disney,2011,2.296296296296296,6.0,10.0,2.4675621212941174,high,low,True,medium
Spider-Man,Action,en,4.5,columbia,2002,3.4074074074074066,7.287,10.0,1.650344178225256,high,high,True,medium
Teenage Mutant Ninja Turtles,multiple,en,4.5,paramount,2014,1.9259259259259256,5.9,10.0,1.516934121304348,high,low,True,medium
The Hobbit: The Battle of the Five Armies,Action,en,4.5,warner bros,2014,5.111111111111111,7.3,10.0,1.6886122643533121,high,high,True,medium
Toy Story 2,Animation,en,4.5,disney-pixar,1999,1.2592592592592595,7.589,10.0,4.402320623714285,very high,medium,True,medium
Batman Begins,Action,en,4.5,warner bros,2005,4.814814814814815,7.703,10.0,1.6886122643533121,high,high,True,medium
The Twilight Saga: Breaking Dawn - Part 2,multiple,en,4.5,lionsgate,2012,2.962962962962962,6.474,10.0,0.4699119434177216,low,low,True,medium
Paws of Fury: The Legend of Hank,multiple,en,4.5,nickelodeon,2022,1.7037037037037033,6.822,0.6990562740300594,0.9064281457692307,medium,low,True,low
Fifty Shades Darker,Drama,en,4.5,universal,2017,3.185185185185185,6.5,10.0,1.5666978714723927,high,high,True,medium
The Equalizer,Thriller,en,4.5,columbia,2014,4.222222222222221,7.2,10.0,1.650344178225256,high,medium,True,medium
Magic Mike's Last Dance,Comedy,en,4.5,warner bros,2023,2.7407407407407405,7.1,0.8058565381179851,1.6886122643533121,high,high,True,low
Scream VI,Horror,en,4.5,paramount,2023,3.5555555555555554,7.095,7.090890261110464,1.516934121304348,high,high,True,high
The Croods: A New Age,multiple,en,4.5,universal,2020,1.481481481481481,7.5,10.0,1.5666978714723927,high,low,True,medium
Flipped,Romance,en,4.5,unknown,2010,1.0370370370370372,7.971,7.812601136613719,0.312982092,low,medium,False,low
Iron Man 2,Adventure,en,4.5,marvel,2010,3.6296296296296298,6.837,10.0,5.512887704358975,very high,high,True,medium
Twilight,Fantasy,en,4.5,summit,2008,3.481481481481481,6.288,10.0,1.1755522572222221,medium,medium,True,high
Halloween Ends,Horror,en,4.5,universal,2022,2.666666666666666,6.344,3.854518622082411,1.5666978714723927,high,high,True,high
A Quiet Place,Horror,en,4.5,paramount,2018,1.1851851851851851,7.396,10.0,1.516934121304348,high,high,True,high
How to Train Your Dragon: The Hidden World,Animation,en,4.5,dreamworks,2019,2.148148148148148,7.8,10.0,1.5526935495402299,high,medium,True,medium
Howl's Moving Castle,Fantasy,ja,4.5,studio ghibli,2004,3.2592592592592595,8.405,10.0,0.7428858247619048,low,medium,False,high
Beauty and the Beast,multiple,en,4.5,walt disney,1991,0.6666666666666661,7.7,10.0,2.4675621212941174,high,low,True,high
Joker,Crime,en,4.5,warner bros,2019,3.481481481481481,8.17,10.0,1.6886122643533121,high,medium,True,medium
The Mummy Returns,Adventure,en,4.5,universal,2001,4.074074074074074,6.365,10.0,1.5666978714723927,high,high,True,medium
Those Who Wish Me Dead,Thriller,en,4.5,new line cinema,2021,1.8518518518518512,6.7,4.174919414346188,1.2639715592307692,medium,medium,True,low
American Sniper,War,en,4.5,warner bros,2014,4.296296296296296,7.434,10.0,1.6886122643533121,high,low,True,medium
Lolita,Drama,en,4.5,unknown,1997,4.592592592592592,7.142,5.168485508,0.312982092,low,high,True,low
Hidden Figures,Drama,en,4.5,fox 2000,2016,3.851851851851851,8.056,10.0,1.1378003659615383,medium,high,True,high
Mission: Impossible - Fallout,Action,en,4.5,paramount,2018,5.333333333333332,7.414,10.0,1.516934121304348,high,high,True,medium
The Girl with the Dragon Tattoo,Thriller,en,4.5,columbia,2011,6.148148148148147,7.363,10.0,1.650344178225256,high,medium,True,medium
The Last Warrior: Root of Evil,Fantasy,ru,4.5,unknown,2021,3.333333333333334,7.0,0.3948373399614224,0.312982092,low,medium,False,high
Scary Movie 5,Comedy,en,4.5,dimension,2013,0.8148148148148149,4.815,8.071510867735963,0.5459469046875001,low,high,True,high
Wonder Woman 1984,Action,en,4.5,warner bros,2020,5.62962962962963,6.51,10.0,1.6886122643533121,high,high,True,medium
Pulp Fiction,Thriller,en,4.5,miramax,1994,5.851851851851851,8.489,10.0,0.4651581044827586,low,medium,True,high
No Time to Die,Action,en,4.5,universal,2021,6.518518518518517,7.397,10.0,1.5666978714723927,high,high,True,medium
Me Before You,Drama,en,4.5,new line cinema,2016,2.5925925925925917,7.905,10.0,1.2639715592307692,medium,high,True,high
Barbarian,Horror,en,4.5,regency enterprises,2022,2.0740740740740735,6.9,4.106955609926599,0.8769127665333333,low,high,True,high
Wreck-It Ralph,multiple,en,4.5,walt disney,2012,1.9259259259259256,7.3,10.0,2.4675621212941174,high,low,True,medium
Lightyear,multiple,en,4.5,walt disney,2022,2.2222222222222223,7.082,9.40489598301552,2.4675621212941174,high,low,True,medium
Elvis,Drama,en,4.5,warner bros,2022,6.222222222222221,7.571,9.540823592,1.6886122643533121,high,high,True,medium
Free Guy,Comedy,en,4.5,21 laps,2021,2.962962962962962,7.59,10.0,0.694221272051282,low,high,True,medium
Ted 2,Comedy,en,4.5,universal,2015,2.962962962962962,6.3,10.0,1.5666978714723927,high,high,True,medium
Aquaman,Action,en,4.5,warner bros,2018,5.037037037037036,6.898,10.0,1.6886122643533121,high,high,True,medium
Avengers: Age of Ultron,Action,en,4.5,marvel,2015,4.888888888888889,7.277,10.0,5.512887704358975,very high,high,True,medium
Saving Private Ryan,Drama,en,4.5,paramount,1998,6.962962962962962,8.204,10.0,1.516934121304348,high,high,True,medium
Hercules,multiple,en,4.5,walt disney,1997,1.333333333333333,7.507,10.0,2.4675621212941174,high,low,True,medium
The Invitation,Horror,en,4.5,screen gems,2022,2.2222222222222223,6.339,1.7023314821287558,0.6442413717910448,low,high,False,high
World War Z,multiple,en,4.5,paramount,2013,3.0370370370370363,6.8,10.0,1.516934121304348,high,low,True,medium
The Marksman,Action,en,4.5,voltage,2021,2.4444444444444446,6.9,4.220228617292581,0.07091052,low,high,True,low
Asteroid City,Comedy,en,4.5,indian paintbrush,2023,2.2222222222222223,6.654,1.9838958147241963,0.35965844416666665,low,high,True,low
Kung Fu Panda,multiple,en,4.5,dreamworks,2008,1.1111111111111107,7.221,10.0,1.5526935495402299,high,low,True,medium
Haunted Mansion,multiple,en,4.5,walt disney,2023,3.5555555555555554,6.609,2.4078604994368713,2.4675621212941174,high,low,True,low
Pirates of the Caribbean: Dead Men Tell No Tales,Adventure,en,4.5,walt disney,2017,3.9259259259259256,6.646,10.0,2.4675621212941174,high,high,True,medium
Elite Squad,Drama,pt,4.5,costa,2007,2.962962962962962,8.061,6.359470270690124,0.0,low,high,False,high
Babylon,Drama,en,4.5,paramount,2022,8.444444444444445,7.489,5.903141869587168,1.516934121304348,high,high,True,low
Moonfall,Science Fiction,en,4.5,lionsgate,2022,4.148148148148147,6.4,8.175074760184861,0.4699119434177216,low,high,True,low
Tangled,Animation,en,4.5,walt disney,2010,1.8518518518518512,7.6,10.0,2.4675621212941174,high,medium,True,medium
The Innkeepers,Horror,en,4.5,dark sky,2011,1.9259259259259256,5.4,1.8123681178557096,0.001018963157894737,low,high,False,low
It Chapter Two,Horror,en,4.5,new line cinema,2019,6.962962962962962,6.9,10.0,1.2639715592307692,medium,high,True,medium
San Andreas,Action,en,4.5,warner bros,2015,2.8888888888888893,6.207,10.0,1.6886122643533121,high,high,True,medium
John Wick: Chapter 3 - Parabellum,Action,en,4.5,lionsgate,2019,4.148148148148147,7.446,10.0,0.4699119434177216,low,high,True,medium
Toy Story 3,Animation,en,4.5,walt disney,2010,2.0740740740740735,7.793,10.0,2.4675621212941174,high,medium,True,medium
Nope,multiple,en,4.5,universal,2022,4.074074074074074,6.928,8.388675288360712,1.5666978714723927,high,low,False,medium
Rambo: Last Blood,Action,en,4.5,millennium,2019,1.0370370370370372,6.518,10.0,0.5280101592,low,high,True,low
Chappie,Crime,en,4.5,columbia,2015,3.333333333333334,6.778,10.0,1.650344178225256,high,medium,True,medium
Furious 7,Action,en,4.5,universal,2015,4.592592592592592,7.236,10.0,1.5666978714723927,high,high,True,medium
Alien: Covenant,Science Fiction,en,4.5,20th century fox,2017,3.481481481481481,6.093,10.0,2.346507158347826,high,high,True,medium
"Lyle, Lyle, Crocodile",Comedy,en,4.5,columbia,2022,2.296296296296296,7.3,1.4175307778942872,1.650344178225256,high,high,True,medium
Black Widow,Action,en,4.5,marvel,2021,4.37037037037037,7.32,10.0,5.512887704358975,very high,high,True,medium
Wrong Turn,Horror,en,4.5,regency enterprises,2003,0.6666666666666661,6.341,7.194454153559361,0.8769127665333333,low,high,True,medium
In Time,Action,en,4.5,new regency,2011,2.518518518518519,6.95,10.0,0.7454585485483871,low,high,True,medium
Batman v Superman: Dawn of Justice,Action,en,4.5,warner bros,2016,5.703703703703704,5.951,10.0,1.6886122643533121,high,high,True,medium
The Lord of the Rings: The Return of the King,Adventure,en,4.5,new line cinema,2003,9.333333333333332,8.5,10.0,1.2639715592307692,medium,high,True,medium
The Hobbit: An Unexpected Journey,Adventure,en,4.5,warner bros,2012,6.962962962962962,7.323,10.0,1.6886122643533121,high,high,True,medium
Sonic the Hedgehog,multiple,en,4.5,paramount,2020,1.7777777777777777,7.352,10.0,1.516934121304348,high,low,True,medium
Pinocchio,Drama,it,4.5,rai cinema,2019,3.6296296296296298,6.6,4.394992685800096,0.03402235745762712,low,high,True,low
Frozen II,multiple,en,4.5,walt disney,2019,2.0740740740740735,7.261,10.0,2.4675621212941174,high,low,True,medium
Scooby-Doo,Mystery,en,4.5,warner bros,2002,0.9629629629629628,6.05,10.0,1.6886122643533121,high,low,True,medium
Jurassic World: Fallen Kingdom,multiple,en,4.5,universal,2018,4.0,6.549,10.0,1.5666978714723927,high,low,True,medium
Fight Club,Drama,en,4.5,regency enterprises,1999,4.7407407407407405,8.431,10.0,0.8769127665333333,low,high,True,low
It,Horror,en,4.5,new line cinema,2017,4.444444444444445,7.236,10.0,1.2639715592307692,medium,high,False,high
How to Train Your Dragon 2,multiple,en,4.5,dreamworks,2014,2.0,7.7,10.0,1.5526935495402299,high,low,True,medium
Sing,multiple,en,4.5,universal,2016,2.4444444444444446,7.115,10.0,1.5666978714723927,high,low,True,medium
I Am Number Four,multiple,en,4.5,dreamworks,2011,2.518518518518519,6.2,10.0,1.5526935495402299,high,low,True,medium
Kingsman: The Secret Service,multiple,en,4.5,20th century fox,2014,4.0,7.637,10.0,2.346507158347826,high,low,True,medium
10 Cloverfield Lane,multiple,en,4.5,bad robot,2016,2.148148148148148,6.983,10.0,3.102670375217391,very high,low,True,high
The Shack,Drama,en,4.5,summit,2017,4.222222222222221,7.5,5.990523903840925,1.1755522572222221,medium,high,True,high
Godzilla vs. Kong,Action,en,4.5,legendary,2021,2.8888888888888893,7.676,10.0,2.542898405,high,high,True,medium
Red Dawn,multiple,en,4.5,united artists,1984,2.8888888888888893,6.27,2.333423951739226,0.8990610927777777,low,low,True,medium
Scream 3,Horror,en,4.5,dimension,2000,3.0370370370370363,5.964,9.126568022059107,0.5459469046875001,low,high,True,medium
White Chicks,Comedy,en,4.5,columbia,2004,2.518518518518519,6.915,10.0,1.650344178225256,high,high,True,medium
Captain America: Civil War,Adventure,en,4.5,marvel,2016,5.333333333333332,7.443,10.0,5.512887704358975,very high,high,True,medium
The Mummy,Adventure,en,4.5,universal,1999,3.6296296296296298,6.916,10.0,1.5666978714723927,high,high,True,medium
Scream,Horror,en,4.5,paramount,2022,2.8888888888888893,6.689,9.550532706771785,1.516934121304348,high,high,True,high
Penguins of Madagascar,multiple,en,4.5,dreamworks,2014,1.2592592592592595,6.514,10.0,1.5526935495402299,high,low,True,medium
Inception,Action,en,4.5,warner bros,2010,5.4074074074074066,8.361,10.0,1.6886122643533121,high,high,True,medium
The SpongeBob Movie: Sponge on the Run,multiple,en,4.5,paramount,2020,1.481481481481481,7.545,8.39191166,1.516934121304348,high,low,True,low
Bad Boys for Life,Thriller,en,4.5,columbia,2020,3.6296296296296298,7.2,10.0,1.650344178225256,high,medium,True,medium
Grown Ups,Comedy,en,4.5,columbia,2010,2.0,6.352,10.0,1.650344178225256,high,high,True,medium
Rambo,Action,en,4.5,lionsgate,2008,1.2592592592592595,6.6,10.0,0.4699119434177216,low,high,True,medium
Predator,multiple,en,4.5,20th century fox,1987,2.3703703703703702,7.514,10.0,2.346507158347826,high,low,True,high
The Green Mile,Fantasy,en,4.5,warner bros,1999,8.444444444444445,8.507,10.0,1.6886122643533121,high,medium,True,medium
Rocky IV,Drama,en,4.5,united artists,1985,1.1851851851851851,7.067,10.0,0.8990610927777777,low,high,True,high
The Proposal,Comedy,en,4.5,touchstone,2009,2.4444444444444446,7.1,10.0,1.2053670535714285,medium,high,True,medium
Whitney Houston: I Wanna Dance with Somebody,Music,en,4.5,black label media,2022,5.111111111111111,7.0,0.5372376920786568,0.5995885958333333,low,low,True,low
The Call of the Wild,Adventure,en,4.5,tsg,2020,1.8518518518518512,7.6,10.0,2.0599138846,high,high,True,low
Percy Jackson & the Olympians: The Lightning Thief,Adventure,en,4.5,dune,2010,3.185185185185185,6.2,10.0,2.373570952714286,high,high,True,medium
The Twilight Saga: Eclipse,multiple,en,4.5,summit,2010,3.6296296296296298,6.2,10.0,1.1755522572222221,medium,low,True,medium
The Visit,Mystery,en,4.5,blumhouse,2015,1.4074074074074074,6.3,10.0,0.45211804425373137,low,low,False,high
I Am Legend,Drama,en,4.5,warner bros,2007,1.9259259259259256,7.194,10.0,1.6886122643533121,high,high,True,medium
A Christmas Carol,Animation,en,4.5,walt disney,2009,1.4074074074074074,6.9,10.0,2.4675621212941174,high,medium,True,medium
Maleficent,multiple,en,4.5,walt disney,2014,1.6296296296296298,7.09,10.0,2.4675621212941174,high,low,True,medium
Journey 2: The Mysterious Island,Adventure,en,4.5,new line cinema,2012,1.4074074074074074,6.1,10.0,1.2639715592307692,medium,high,True,medium
Spirited Away,Animation,ja,4.5,studio ghibli,2002,3.703703703703704,8.541,10.0,0.7428858247619048,low,medium,False,high
Madagascar,multiple,en,4.5,dreamworks,2005,0.8148148148148149,6.882,10.0,1.5526935495402299,high,low,True,medium
Spider-Man 3,Fantasy,en,4.5,marvel,2007,4.7407407407407405,6.382,10.0,5.512887704358975,very high,medium,True,medium
Tears of the Sun,War,en,4.5,columbia,2003,3.4074074074074066,6.803,6.246197263324142,1.650344178225256,high,low,True,low
